"1","0000000003548644"," 369990.00000"," 03/06/2014"," 06/12/2014"," 284893.00000"," 4673.00000"," 736.00000"
"2","0000000003478040"," 4900.00000"," 03/06/2014"," 05/23/2014"," 3871.00000"," 67.00000"," 11.00000"
"3","0000000003652565"," 244990.00000"," 03/06/2014"," 04/29/2014"," 176148.00000"," 2467.00000"," 487.00000"
"4","0000000003495825"," 16990.00000"," 03/06/2014"," 05/10/2014"," 10772.00000"," 164.00000"," 29.00000"
"5","0000000003173327"," 159990.00000"," 03/06/2014"," 04/28/2014"," 114713.00000"," 2065.00000"," 265.00000"
"6","0000000001887293"," 17900.00000"," 03/06/2014"," 05/26/2014"," 11564.00000"," 216.00000"," 31.00000"
"7","0000000003633256"," 8990.00000"," 03/06/2014"," 06/05/2014"," 6051.00000"," 96.00000"," 13.00000"
"8","0000000003578331"," 399990.00000"," 03/06/2014"," 05/29/2014"," 287993.00000"," 3658.00000"," 697.00000"
"9","0000000003733744"," 44990.00000"," 03/06/2014"," 04/26/2014"," 31853.00000"," 583.00000"," 75.00000"
"10","0000000003893981"," 99990.00000"," 03/06/2014"," 05/16/2014"," 68194.00000"," 1201.00000"," 163.00000"
"11","0000000003792132"," 29900.00000"," 03/06/2014"," 05/02/2014"," 23203.00000"," 321.00000"," 61.00000"
"12","0000000003661672"," 4990.00000"," 03/06/2014"," 05/03/2014"," 3444.00000"," 42.00000"," 10.00000"
"13","0000000003564700"," 21990.00000"," 03/06/2014"," 05/03/2014"," 16999.00000"," 278.00000"," 51.00000"
"14","0000000003243820"," 54990.00000"," 03/06/2014"," 06/05/2014"," 40253.00000"," 620.00000"," 93.00000"
"15","0000000002735704"," 2990.00000"," 03/06/2014"," 05/18/2014"," 2222.00000"," 32.00000"," 6.00000"
"16","0000000003573751"," 89900.00000"," 03/06/2014"," 05/29/2014"," 66616.00000"," 926.00000"," 162.00000"
"17","0000000002201907"," 5990.00000"," 03/06/2014"," 04/26/2014"," 4014.00000"," 64.00000"," 9.00000"
"18","0000000002881993"," 24990.00000"," 03/06/2014"," 05/30/2014"," 16869.00000"," 188.00000"," 45.00000"
"19","0000000003871447"," 399990.00000"," 03/06/2014"," 06/14/2014"," 245594.00000"," 2849.00000"," 509.00000"
"20","0000000003367931"," 19990.00000"," 03/06/2014"," 05/22/2014"," 14713.00000"," 206.00000"," 38.00000"
"21","0000000003363306"," 24990.00000"," 03/06/2014"," 05/08/2014"," 19143.00000"," 192.00000"," 51.00000"
"22","0000000003697717"," 19990.00000"," 03/06/2014"," 05/30/2014"," 15473.00000"," 243.00000"," 45.00000"
"23","0000000003744278"," 169990.00000"," 03/06/2014"," 05/27/2014"," 133273.00000"," 2386.00000"," 330.00000"
"24","0000000003710367"," 29990.00000"," 03/06/2014"," 05/30/2014"," 18384.00000"," 363.00000"," 46.00000"
"25","0000000003462071"," 7990.00000"," 03/06/2014"," 05/05/2014"," 5873.00000"," 69.00000"," 13.00000"
"26","0000000003174411"," 99990.00000"," 03/06/2014"," 06/04/2014"," 66694.00000"," 841.00000"," 192.00000"
"27","0000000002810003"," 29990.00000"," 03/06/2014"," 05/23/2014"," 22373.00000"," 403.00000"," 55.00000"
"28","0000000002440577"," 6990.00000"," 03/06/2014"," 05/11/2014"," 5264.00000"," 96.00000"," 13.00000"
"29","0000000002688125"," 189990.00000"," 03/06/2014"," 06/08/2014"," 137173.00000"," 2511.00000"," 387.00000"
"30","0000000003744284"," 119990.00000"," 03/06/2014"," 05/23/2014"," 82554.00000"," 859.00000"," 204.00000"
"31","0000000003738778"," 259990.00000"," 03/06/2014"," 05/29/2014"," 183553.00000"," 3194.00000"," 441.00000"
"32","0000000003549033"," 3990.00000"," 03/06/2014"," 05/09/2014"," 3129.00000"," 51.00000"," 9.00000"
"33","00000000070355"," 28990.00000"," 03/06/2014"," 05/21/2014"," 19337.00000"," 256.00000"," 46.00000"
"34","0000000003864692"," 29990.00000"," 03/06/2014"," 05/02/2014"," 22043.00000"," 298.00000"," 60.00000"
"35","0000000003619611"," 19990.00000"," 03/06/2014"," 05/15/2014"," 14713.00000"," 242.00000"," 42.00000"
"36","0000000003535697"," 9990.00000"," 03/06/2014"," 05/23/2014"," 7893.00000"," 102.00000"," 19.00000"
"37","0000000003607480"," 64990.00000"," 03/06/2014"," 05/01/2014"," 48938.00000"," 602.00000"," 139.00000"
"38","0000000003669716"," 25990.00000"," 03/06/2014"," 05/02/2014"," 16114.00000"," 286.00000"," 43.00000"
"39","000000000880159182"," 17990.00000"," 03/06/2014"," 06/07/2014"," 12935.00000"," 231.00000"," 32.00000"
"40","0000000003363144"," 19490.00000"," 03/06/2014"," 05/23/2014"," 14969.00000"," 180.00000"," 36.00000"
"41","000000000880111368"," 17990.00000"," 03/06/2014"," 04/27/2014"," 12252.00000"," 157.00000"," 34.00000"
"42","0000000002201906"," 5990.00000"," 03/06/2014"," 05/26/2014"," 4217.00000"," 44.00000"," 10.00000"
"43","0000000003211117"," 169900.00000"," 03/06/2014"," 05/27/2014"," 108906.00000"," 1776.00000"," 290.00000"
"44","0000000003350174"," 59990.00000"," 03/06/2014"," 05/02/2014"," 38754.00000"," 427.00000"," 94.00000"
"45","0000000003451978"," 12990.00000"," 03/06/2014"," 04/28/2014"," 8288.00000"," 150.00000"," 17.00000"
"46","0000000003820554"," 99990.00000"," 03/06/2014"," 05/13/2014"," 73993.00000"," 859.00000"," 199.00000"
"47","0000000003302394"," 12990.00000"," 03/06/2014"," 05/29/2014"," 9847.00000"," 108.00000"," 21.00000"
"48","0000000003607315"," 54990.00000"," 03/06/2014"," 06/04/2014"," 43058.00000"," 448.00000"," 127.00000"
"49","0000000003825943"," 17990.00000"," 03/06/2014"," 05/21/2014"," 13619.00000"," 217.00000"," 36.00000"
"50","0000000002657296"," 99990.00000"," 03/06/2014"," 06/12/2014"," 77293.00000"," 1021.00000"," 191.00000"
"51","0000000002153780"," 7990.00000"," 03/06/2014"," 05/04/2014"," 5138.00000"," 89.00000"," 12.00000"
"52","0000000003421338"," 50980.00000"," 03/06/2014"," 05/20/2014"," 37471.00000"," 416.00000"," 86.00000"
"53","0000000003695241"," 309990.00000"," 03/06/2014"," 06/05/2014"," 221333.00000"," 4184.00000"," 609.00000"
"54","000000000880172954"," 16990.00000"," 03/06/2014"," 05/15/2014"," 13100.00000"," 209.00000"," 34.00000"
"55","0000000003663771"," 38990.00000"," 03/06/2014"," 05/13/2014"," 23589.00000"," 279.00000"," 63.00000"
"56","0000000003871439"," 319990.00000"," 03/06/2014"," 05/20/2014"," 205754.00000"," 4033.00000"," 459.00000"
"57","0000000001932796"," 25990.00000"," 03/06/2014"," 06/03/2014"," 17336.00000"," 248.00000"," 36.00000"
"58","0000000003688655"," 139990.00000"," 03/06/2014"," 05/02/2014"," 84694.00000"," 1533.00000"," 178.00000"
"59","0000000003305980"," 19990.00000"," 03/06/2014"," 05/11/2014"," 13134.00000"," 169.00000"," 37.00000"
"60","0000000003732464"," 73900.00000"," 03/06/2014"," 04/29/2014"," 53578.00000"," 751.00000"," 118.00000"
"61","0000000002619186"," 49990.00000"," 03/06/2014"," 06/04/2014"," 37643.00000"," 622.00000"," 86.00000"
"62","0000000003881452"," 49990.00000"," 03/06/2014"," 05/15/2014"," 33194.00000"," 555.00000"," 97.00000"
"63","0000000003581589"," 64990.00000"," 03/06/2014"," 06/12/2014"," 50108.00000"," 552.00000"," 149.00000"
"64","0000000003379421"," 749990.00000"," 03/06/2014"," 06/01/2014"," 544493.00000"," 5772.00000"," 1465.00000"
"65","0000000003680083"," 89990.00000"," 03/06/2014"," 06/13/2014"," 57684.00000"," 629.00000"," 126.00000"
"66","0000000003704878"," 36990.00000"," 03/06/2014"," 05/19/2014"," 28668.00000"," 494.00000"," 62.00000"
"67","0000000003714827"," 49900.00000"," 03/06/2014"," 05/29/2014"," 39771.00000"," 613.00000"," 92.00000"
"68","0000000002521743"," 18990.00000"," 03/06/2014"," 05/01/2014"," 14319.00000"," 211.00000"," 38.00000"
"69","0000000003169505"," 24900.00000"," 03/06/2014"," 05/20/2014"," 18302.00000"," 205.00000"," 41.00000"
"70","0000000003670302"," 6900.00000"," 03/06/2014"," 05/09/2014"," 4603.00000"," 56.00000"," 10.00000"
"71","0000000003764549"," 16990.00000"," 03/06/2014"," 05/03/2014"," 10347.00000"," 149.00000"," 31.00000"
"72","0000000003659138"," 1290.00000"," 03/06/2014"," 06/13/2014"," 1018.00000"," 18.00000"," 3.00000"
"73","0000000003133012"," 9900.00000"," 03/06/2014"," 06/08/2014"," 7673.00000"," 104.00000"," 18.00000"
"74","0000000003514377"," 6990.00000"," 03/06/2014"," 05/10/2014"," 4495.00000"," 55.00000"," 11.00000"
"75","0000000003632867"," 46990.00000"," 03/06/2014"," 06/01/2014"," 31672.00000"," 567.00000"," 75.00000"
"76","0000000003525180"," 2990.00000"," 03/06/2014"," 06/09/2014"," 2381.00000"," 42.00000"," 7.00000"
"77","0000000003548956"," 4990.00000"," 03/06/2014"," 06/01/2014"," 3988.00000"," 77.00000"," 11.00000"
"78","000000000880171541"," 12990.00000"," 03/06/2014"," 04/25/2014"," 8652.00000"," 110.00000"," 26.00000"
"79","0000000003629484"," 49990.00000"," 03/06/2014"," 05/29/2014"," 39992.00000"," 492.00000"," 95.00000"
"80","0000000003565267"," 24990.00000"," 03/06/2014"," 05/21/2014"," 16069.00000"," 301.00000"," 45.00000"
"81","0000000002438554"," 87000.00000"," 03/06/2014"," 05/09/2014"," 66294.00000"," 1234.00000"," 146.00000"
"82","0000000003548922"," 4990.00000"," 03/06/2014"," 05/23/2014"," 3893.00000"," 78.00000"," 8.00000"
"83","0000000003629287"," 24990.00000"," 03/06/2014"," 06/14/2014"," 17943.00000"," 232.00000"," 46.00000"
"84","0000000003643360"," 29990.00000"," 03/06/2014"," 05/04/2014"," 23723.00000"," 326.00000"," 58.00000"
"85","0000000003722238"," 9900.00000"," 03/06/2014"," 05/05/2014"," 6921.00000"," 87.00000"," 15.00000"
"86","0000000003610315"," 44900.00000"," 03/06/2014"," 04/28/2014"," 28781.00000"," 573.00000"," 72.00000"
"87","0000000003902733"," 999990.00000"," 03/06/2014"," 05/01/2014"," 798993.00000"," 10387.00000"," 2166.00000"
"88","0000000003665626"," 12990.00000"," 03/06/2014"," 05/31/2014"," 8054.00000"," 116.00000"," 22.00000"
"89","0000000003363058"," 13490.00000"," 03/06/2014"," 05/20/2014"," 8971.00000"," 173.00000"," 25.00000"
"90","0000000003732727"," 89990.00000"," 03/06/2014"," 06/01/2014"," 61824.00000"," 1058.00000"," 156.00000"
"91","0000000003663778"," 39990.00000"," 03/06/2014"," 05/10/2014"," 31713.00000"," 533.00000"," 90.00000"
"92","0000000003691918"," 29990.00000"," 03/06/2014"," 05/13/2014"," 23813.00000"," 393.00000"," 58.00000"
"93","0000000001912859"," 37900.00000"," 03/06/2014"," 06/05/2014"," 25052.00000"," 424.00000"," 75.00000"
"94","0000000002564102"," 239990.00000"," 03/06/2014"," 06/03/2014"," 173993.00000"," 3463.00000"," 362.00000"
"95","0000000002151118"," 29990.00000"," 03/06/2014"," 06/06/2014"," 21083.00000"," 401.00000"," 46.00000"
"96","0000000003858857"," 49990.00000"," 03/06/2014"," 05/02/2014"," 37293.00000"," 519.00000"," 79.00000"
"97","0000000003632874"," 49990.00000"," 03/06/2014"," 05/19/2014"," 34844.00000"," 394.00000"," 84.00000"
"98","0000000003828077"," 189900.00000"," 03/06/2014"," 04/29/2014"," 113940.00000"," 1140.00000"," 256.00000"
"99","0000000003541138"," 6990.00000"," 03/06/2014"," 05/02/2014"," 5313.00000"," 90.00000"," 16.00000"
"100","0000000003611519"," 990.00000"," 03/06/2014"," 04/25/2014"," 616.00000"," 11.00000"," 2.00000"
"101","0000000003873424"," 499990.00000"," 03/06/2014"," 05/07/2014"," 364493.00000"," 5832.00000"," 981.00000"
"102","0000000003557420"," 69990.00000"," 03/06/2014"," 05/13/2014"," 42834.00000"," 532.00000"," 98.00000"
"103","0000000003787067"," 31990.00000"," 03/06/2014"," 05/16/2014"," 21242.00000"," 281.00000"," 52.00000"
"104","0000000003607579"," 19490.00000"," 03/06/2014"," 06/09/2014"," 14930.00000"," 227.00000"," 36.00000"
"105","0000000003871474"," 339990.00000"," 03/06/2014"," 05/22/2014"," 234254.00000"," 2507.00000"," 530.00000"
"106","0000000003825938"," 17990.00000"," 03/06/2014"," 06/07/2014"," 13799.00000"," 224.00000"," 42.00000"
"107","0000000003491982"," 29990.00000"," 03/06/2014"," 05/22/2014"," 23453.00000"," 303.00000"," 48.00000"
"108","0000000003870310"," 24990.00000"," 03/06/2014"," 06/09/2014"," 18418.00000"," 277.00000"," 38.00000"
"109","0000000003316084"," 134990.00000"," 03/06/2014"," 05/24/2014"," 96113.00000"," 1731.00000"," 284.00000"
"110","0000000002979398"," 79990.00000"," 03/06/2014"," 05/15/2014"," 51514.00000"," 1031.00000"," 109.00000"
"111","0000000003839628"," 15990.00000"," 03/06/2014"," 06/08/2014"," 10698.00000"," 203.00000"," 29.00000"
"112","0000000003466011"," 2290.00000"," 03/06/2014"," 05/31/2014"," 1418.00000"," 22.00000"," 4.00000"
"113","0000000003149283"," 169990.00000"," 03/06/2014"," 06/02/2014"," 130893.00000"," 1375.00000"," 362.00000"
"114","0000000003867764"," 89900.00000"," 03/06/2014"," 04/30/2014"," 69763.00000"," 768.00000"," 170.00000"
"115","0000000003635103"," 69800.00000"," 03/06/2014"," 05/02/2014"," 46557.00000"," 550.00000"," 96.00000"
"116","0000000002800184"," 149900.00000"," 03/06/2014"," 05/04/2014"," 109128.00000"," 2128.00000"," 297.00000"
"117","0000000003880122"," 289990.00000"," 03/06/2014"," 05/25/2014"," 208213.00000"," 3040.00000"," 590.00000"
"118","0000000002865507"," 6990.00000"," 03/06/2014"," 05/13/2014"," 4747.00000"," 90.00000"," 11.00000"
"119","0000000003446650"," 239990.00000"," 03/06/2014"," 04/26/2014"," 188153.00000"," 2710.00000"," 531.00000"
"120","0000000003613586"," 54900.00000"," 03/06/2014"," 05/18/2014"," 36234.00000"," 544.00000"," 93.00000"
"121","0000000003537673"," 149990.00000"," 03/06/2014"," 05/17/2014"," 99294.00000"," 1192.00000"," 280.00000"
"122","0000000003258651"," 29990.00000"," 03/06/2014"," 06/12/2014"," 19074.00000"," 330.00000"," 51.00000"
"123","0000000003348302"," 259990.00000"," 03/06/2014"," 05/24/2014"," 205133.00000"," 2770.00000"," 593.00000"
"124","0000000003658109"," 49990.00000"," 03/06/2014"," 05/04/2014"," 32044.00000"," 580.00000"," 66.00000"
"125","0000000003607484"," 59990.00000"," 03/06/2014"," 05/18/2014"," 47033.00000"," 913.00000"," 104.00000"
"126","0000000003610515"," 1499990.00000"," 03/06/2014"," 04/25/2014"," 1006494.00000"," 12783.00000"," 2638.00000"
"127","0000000003506580"," 19990.00000"," 03/06/2014"," 05/26/2014"," 13694.00000"," 155.00000"," 37.00000"
"128","0000000003464104"," 37500.00000"," 03/06/2014"," 04/27/2014"," 24788.00000"," 427.00000"," 53.00000"
"129","0000000001816676"," 3490.00000"," 03/06/2014"," 05/15/2014"," 2719.00000"," 50.00000"," 8.00000"
"130","0000000003877389"," 5990.00000"," 03/06/2014"," 05/26/2014"," 4229.00000"," 72.00000"," 10.00000"
"131","0000000003761873"," 16990.00000"," 03/06/2014"," 05/24/2014"," 10738.00000"," 207.00000"," 24.00000"
"132","0000000003349848"," 139900.00000"," 03/06/2014"," 05/31/2014"," 100728.00000"," 1451.00000"," 236.00000"
"133","0000000001974863"," 6990.00000"," 03/06/2014"," 05/17/2014"," 4271.00000"," 72.00000"," 13.00000"
"134","0000000003634975"," 64800.00000"," 03/06/2014"," 05/28/2014"," 48860.00000"," 626.00000"," 108.00000"
"135","0000000003706667"," 34990.00000"," 03/06/2014"," 05/08/2014"," 25088.00000"," 339.00000"," 71.00000"
"136","0000000003548967"," 5990.00000"," 03/06/2014"," 05/24/2014"," 4445.00000"," 59.00000"," 11.00000"
"137","0000000002616031"," 59990.00000"," 03/06/2014"," 05/28/2014"," 40014.00000"," 661.00000"," 121.00000"
"138","0000000003787011"," 31990.00000"," 03/06/2014"," 05/18/2014"," 21562.00000"," 382.00000"," 62.00000"
"139","0000000003607445"," 69990.00000"," 03/06/2014"," 05/25/2014"," 46194.00000"," 837.00000"," 128.00000"
"140","0000000003469347"," 17990.00000"," 03/06/2014"," 05/29/2014"," 12432.00000"," 193.00000"," 26.00000"
"141","0000000003330338"," 6990.00000"," 03/06/2014"," 04/26/2014"," 4502.00000"," 72.00000"," 10.00000"
"142","0000000003710014"," 25990.00000"," 03/06/2014"," 04/25/2014"," 19051.00000"," 193.00000"," 46.00000"
"143","0000000003505506"," 499990.00000"," 03/06/2014"," 06/14/2014"," 373493.00000"," 5416.00000"," 807.00000"
"144","0000000003466964"," 22990.00000"," 03/06/2014"," 05/06/2014"," 17335.00000"," 198.00000"," 39.00000"
"145","0000000003834965"," 16990.00000"," 03/06/2014"," 06/06/2014"," 12930.00000"," 180.00000"," 28.00000"
"146","0000000001820193"," 19990.00000"," 03/06/2014"," 04/25/2014"," 12654.00000"," 140.00000"," 32.00000"
"147","0000000003363178"," 19490.00000"," 03/06/2014"," 05/06/2014"," 12299.00000"," 185.00000"," 33.00000"
"148","0000000003563742"," 69990.00000"," 03/06/2014"," 06/11/2014"," 55153.00000"," 938.00000"," 123.00000"
"149","0000000003608583"," 31990.00000"," 03/06/2014"," 06/01/2014"," 24089.00000"," 328.00000"," 72.00000"
"150","0000000003352633"," 16990.00000"," 03/06/2014"," 06/02/2014"," 13440.00000"," 228.00000"," 37.00000"
"151","0000000002977879"," 12990.00000"," 03/06/2014"," 04/30/2014"," 8379.00000"," 99.00000"," 21.00000"
"152","000000000304820"," 22900.00000"," 03/06/2014"," 06/01/2014"," 14176.00000"," 149.00000"," 32.00000"
"153","0000000003793205"," 9990.00000"," 03/06/2014"," 05/24/2014"," 6634.00000"," 111.00000"," 19.00000"
"154","0000000003758836"," 39950.00000"," 03/06/2014"," 06/13/2014"," 30442.00000"," 503.00000"," 66.00000"
"155","0000000002550121"," 4490.00000"," 03/06/2014"," 06/12/2014"," 3381.00000"," 59.00000"," 9.00000"
"156","0000000003465987"," 7290.00000"," 03/06/2014"," 06/12/2014"," 4506.00000"," 75.00000"," 12.00000"
"157","0000000003363146"," 20990.00000"," 03/06/2014"," 05/09/2014"," 15323.00000"," 255.00000"," 37.00000"
"158","0000000003549399"," 61990.00000"," 03/06/2014"," 05/16/2014"," 37876.00000"," 531.00000"," 107.00000"
"159","0000000002147194"," 21990.00000"," 03/06/2014"," 05/19/2014"," 13348.00000"," 142.00000"," 36.00000"
"160","0000000003877996"," 11990.00000"," 03/06/2014"," 05/23/2014"," 8441.00000"," 169.00000"," 26.00000"
"161","0000000003557503"," 99990.00000"," 03/06/2014"," 05/22/2014"," 69894.00000"," 1126.00000"," 208.00000"
"162","0000000003549163"," 6990.00000"," 03/06/2014"," 05/03/2014"," 4593.00000"," 80.00000"," 13.00000"
"163","0000000003293060"," 29990.00000"," 03/06/2014"," 04/30/2014"," 21743.00000"," 257.00000"," 56.00000"
"164","0000000001816683"," 12990.00000"," 03/06/2014"," 05/15/2014"," 9288.00000"," 116.00000"," 20.00000"
"165","000000000880171621"," 12990.00000"," 03/06/2014"," 05/20/2014"," 8821.00000"," 158.00000"," 23.00000"
"166","0000000003700811"," 199900.00000"," 03/06/2014"," 05/25/2014"," 142729.00000"," 2427.00000"," 394.00000"
"167","0000000003839718"," 12990.00000"," 03/06/2014"," 06/01/2014"," 8158.00000"," 150.00000"," 21.00000"
"168","0000000003764203"," 179990.00000"," 03/06/2014"," 06/04/2014"," 140033.00000"," 2773.00000"," 299.00000"
"169","0000000003871570"," 459990.00000"," 03/06/2014"," 06/12/2014"," 313714.00000"," 4173.00000"," 917.00000"
"170","0000000003659139"," 1290.00000"," 03/06/2014"," 06/04/2014"," 782.00000"," 10.00000"," 2.00000"
"171","0000000003629672"," 89990.00000"," 03/06/2014"," 06/06/2014"," 61284.00000"," 846.00000"," 153.00000"
"172","0000000003632962"," 69990.00000"," 03/06/2014"," 05/11/2014"," 54383.00000"," 996.00000"," 136.00000"
"173","000000000330744"," 38990.00000"," 03/06/2014"," 04/25/2014"," 28463.00000"," 453.00000"," 63.00000"
"174","0000000003656160"," 169900.00000"," 03/06/2014"," 05/10/2014"," 112814.00000"," 1851.00000"," 307.00000"
"175","0000000003792106"," 19990.00000"," 03/06/2014"," 06/05/2014"," 12374.00000"," 181.00000"," 26.00000"
"176","0000000002807158"," 179900.00000"," 03/06/2014"," 05/17/2014"," 138703.00000"," 2650.00000"," 378.00000"
"177","0000000003651215"," 1490.00000"," 03/06/2014"," 04/25/2014"," 990.00000"," 12.00000"," 3.00000"
"178","0000000003491584"," 8510.00000"," 03/06/2014"," 04/30/2014"," 5404.00000"," 91.00000"," 16.00000"
"179","0000000002189255"," 569900.00000"," 03/06/2014"," 04/25/2014"," 396651.00000"," 4641.00000"," 956.00000"
"180","0000000003525138"," 5690.00000"," 03/06/2014"," 06/08/2014"," 3836.00000"," 39.00000"," 9.00000"
"181","0000000003825989"," 22990.00000"," 03/06/2014"," 05/20/2014"," 16944.00000"," 260.00000"," 46.00000"
"182","0000000003352271"," 179990.00000"," 03/06/2014"," 05/09/2014"," 119514.00000"," 1423.00000"," 268.00000"
"183","000000000275732"," 7990.00000"," 03/06/2014"," 05/22/2014"," 4994.00000"," 70.00000"," 12.00000"
"184","0000000003738432"," 14990.00000"," 03/06/2014"," 04/28/2014"," 9174.00000"," 151.00000"," 23.00000"
"185","0000000002688126"," 219990.00000"," 03/06/2014"," 06/01/2014"," 145634.00000"," 2753.00000"," 416.00000"
"186","0000000003414529"," 59900.00000"," 03/06/2014"," 05/19/2014"," 36659.00000"," 506.00000"," 83.00000"
"187","0000000003673282"," 849990.00000"," 03/06/2014"," 05/15/2014"," 532094.00000"," 5907.00000"," 1102.00000"
"188","0000000003747277"," 39990.00000"," 03/06/2014"," 06/14/2014"," 28753.00000"," 380.00000"," 74.00000"
"189","0000000003814630"," 279990.00000"," 03/06/2014"," 06/04/2014"," 218953.00000"," 2278.00000"," 526.00000"
"190","0000000003720337"," 29990.00000"," 03/06/2014"," 06/13/2014"," 22883.00000"," 325.00000"," 50.00000"
"191","0000000003792136"," 34900.00000"," 03/06/2014"," 06/03/2014"," 22127.00000"," 310.00000"," 67.00000"
"192","0000000003613409"," 44900.00000"," 03/06/2014"," 05/06/2014"," 32373.00000"," 609.00000"," 81.00000"
"193","0000000003871565"," 549990.00000"," 03/06/2014"," 06/13/2014"," 410293.00000"," 7304.00000"," 1067.00000"
"194","0000000003174232"," 149990.00000"," 03/06/2014"," 04/28/2014"," 106343.00000"," 1947.00000"," 215.00000"
"195","0000000002017587"," 5990.00000"," 03/06/2014"," 04/29/2014"," 4589.00000"," 59.00000"," 12.00000"
"196","0000000001827479"," 89990.00000"," 03/06/2014"," 05/17/2014"," 69293.00000"," 1359.00000"," 151.00000"
"197","0000000003632901"," 49990.00000"," 03/06/2014"," 06/11/2014"," 35493.00000"," 512.00000"," 97.00000"
"198","0000000003281843"," 34990.00000"," 03/06/2014"," 06/08/2014"," 23514.00000"," 377.00000"," 49.00000"
"199","0000000003461772"," 17990.00000"," 03/06/2014"," 05/03/2014"," 14159.00000"," 145.00000"," 41.00000"
"200","0000000003685222"," 99990.00000"," 03/06/2014"," 05/11/2014"," 67494.00000"," 952.00000"," 156.00000"
"201","0000000003767956"," 42900.00000"," 03/06/2014"," 06/08/2014"," 34192.00000"," 616.00000"," 102.00000"
"202","0000000003003006"," 129990.00000"," 03/06/2014"," 06/03/2014"," 82154.00000"," 1060.00000"," 183.00000"
"203","0000000003864685"," 29990.00000"," 03/06/2014"," 05/11/2014"," 19044.00000"," 195.00000"," 44.00000"
"204","0000000003307282"," 7990.00000"," 03/06/2014"," 06/13/2014"," 6169.00000"," 102.00000"," 15.00000"
"205","0000000003414532"," 69900.00000"," 03/06/2014"," 06/05/2014"," 45855.00000"," 583.00000"," 136.00000"
"206","0000000003633649"," 29990.00000"," 03/06/2014"," 06/06/2014"," 20784.00000"," 414.00000"," 42.00000"
"207","0000000003853152"," 9990.00000"," 03/06/2014"," 04/26/2014"," 7903.00000"," 135.00000"," 22.00000"
"208","0000000003871457"," 609990.00000"," 03/06/2014"," 05/17/2014"," 454443.00000"," 7862.00000"," 1100.00000"
"209","0000000003846204"," 39000.00000"," 03/06/2014"," 05/15/2014"," 28314.00000"," 530.00000"," 62.00000"
"210","0000000003705234"," 59990.00000"," 03/06/2014"," 05/29/2014"," 44393.00000"," 862.00000"," 95.00000"
"211","0000000002841803"," 89900.00000"," 03/06/2014"," 05/08/2014"," 54210.00000"," 846.00000"," 158.00000"
